Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Date,YearMonth
1,6,2023,46,Adults (35-64),F,France,Seine et Marne,Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,70,48,118,2023-06-01,2023-06
1,6,2023,46,Adults (35-64),F,France,Seine et Marne,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,53,36,89,2023-06-01,2023-06
5,7,2020,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,34,32,66,2020-07-05,2020-07
5,7,2020,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37,2020-07-05,2020-07
5,7,2022,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,34,32,66,2022-07-05,2022-07
5,7,2022,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37,2022-07-05,2022-07
31,12,2020,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,11,10,21,2020-12-31,2020-12
31,12,2020,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,21,20,41,2020-12-31,2020-12
31,12,2022,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,15,14,29,2022-12-31,2022-12
31,12,2022,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45,2022-12-31,2022-12
25,11,2020,24,Youth (<25),M,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13,2020-11-25,2020-11
25,11,2020,24,Youth (<25),M,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,66,54,120,2020-11-25,2020-11
25,11,2022,24,Youth (<25),M,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,10,8,18,2022-11-25,2022-11
25,11,2022,24,Youth (<25),M,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,64,52,116,2022-11-25,2022-11
10,8,2020,24,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,66,45,111,2020-08-10,2020-08
10,8,2020,24,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,88,60,148,2020-08-10,2020-08
10,8,2022,24,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,53,36,89,2022-08-10,2022-08
10,8,2022,24,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,79,54,133,2022-08-10,2022-08
26,1,2021,24,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,61,42,103,2021-01-26,2021-01
26,1,2021,24,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,57,39,96,2021-01-26,2021-01
26,1,2023,24,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,53,36,89,2023-01-26,2023-01
26,1,2023,24,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,48,33,81,2023-01-26,2023-01
1,10,2020,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,29,30,59,2020-10-01,2020-10
1,10,2020,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,49,50,99,2020-10-01,2020-10
1,10,2022,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,25,26,51,2022-10-01,2022-10
1,10,2022,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,51,52,103,2022-10-01,2022-10
13,9,2020,33,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,21,20,41,2020-09-13,2020-09
13,9,2020,33,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4,2020-09-13,2020-09
13,9,2022,33,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37,2022-09-13,2022-09
13,9,2022,33,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,6,6,12,2022-09-13,2022-09
24,11,2020,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,25,24,49,2020-11-24,2020-11
24,11,2020,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,57,54,111,2020-11-24,2020-11
24,11,2022,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,21,20,41,2022-11-24,2022-11
24,11,2022,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,53,50,103,2022-11-24,2022-11
21,12,2020,20,Youth (<25),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,59,48,107,2020-12-21,2020-12
21,12,2022,20,Youth (<25),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,64,52,116,2022-12-21,2022-12
14,12,2020,20,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29,2020-12-14,2020-12
14,12,2020,20,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,34,24,58,2020-12-14,2020-12
14,12,2022,20,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,11,8,19,2022-12-14,2022-12
14,12,2022,20,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,31,22,53,2022-12-14,2022-12
9,12,2020,20,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,34,38,72,2020-12-09,2020-12
9,12,2020,20,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,34,38,72,2020-12-09,2020-12
9,12,2022,20,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,34,38,72,2022-12-09,2022-12
9,12,2022,20,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,38,42,80,2022-12-09,2022-12
12,12,2020,22,Youth (<25),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,40,38,78,2020-12-12,2020-12
12,12,2020,22,Youth (<25),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,40,38,78,2020-12-12,2020-12
12,12,2022,22,Youth (<25),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,44,42,86,2022-12-12,2022-12
12,12,2022,22,Youth (<25),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,34,32,66,2022-12-12,2022-12
19,4,2021,42,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,66,45,111,2021-04-19,2021-04
19,4,2021,42,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,28,3,9,123,84,207,2021-04-19,2021-04
19,4,2023,42,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,66,45,111,2023-04-19,2023-04
19,4,2023,42,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,118,81,199,2023-04-19,2023-04
28,1,2021,36,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57,2021-01-28,2021-01
28,1,2021,36,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117,2021-01-28,2021-01
28,1,2023,36,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61,2023-01-28,2023-01
28,1,2023,36,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122,2023-01-28,2023-01
21,1,2021,36,Adults (35-64),F,France,Garonne (Haute),Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,43,32,75,2021-01-21,2021-01
21,1,2023,36,Adults (35-64),F,France,Garonne (Haute),Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,27,20,47,2023-01-21,2023-01
14,2,2021,27,Young Adults (25-34),F,France,Charente-Maritime,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15,2021-02-14,2021-02
14,2,2021,27,Young Adults (25-34),F,France,Charente-Maritime,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83,2021-02-14,2021-02
14,2,2023,27,Young Adults (25-34),F,France,Charente-Maritime,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25,2023-02-14,2023-02
14,2,2023,27,Young Adults (25-34),F,France,Charente-Maritime,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83,2023-02-14,2023-02
30,10,2020,52,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,11,8,19,2020-10-30,2020-10
30,10,2022,52,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,8,6,14,2022-10-30,2022-10
10,9,2020,51,Adults (35-64),F,France,Garonne (Haute),Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,86,64,150,2020-09-10,2020-09
10,9,2022,51,Adults (35-64),F,France,Garonne (Haute),Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,76,56,132,2022-09-10,2022-09
27,10,2020,43,Adults (35-64),M,France,Val d'Oise,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,107,78,185,2020-10-27,2020-10
27,10,2020,43,Adults (35-64),M,France,Val d'Oise,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,74,54,128,2020-10-27,2020-10
27,10,2022,43,Adults (35-64),M,France,Val d'Oise,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9,103,75,178,2022-10-27,2022-10
27,10,2022,43,Adults (35-64),M,France,Val d'Oise,Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,66,48,114,2022-10-27,2022-10
2,11,2020,43,Adults (35-64),M,France,Val d'Oise,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9,95,69,164,2020-11-02,2020-11
2,11,2020,43,Adults (35-64),M,France,Val d'Oise,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,16,12,28,2020-11-02,2020-11
2,11,2022,43,Adults (35-64),M,France,Val d'Oise,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,82,60,142,2022-11-02,2022-11
2,11,2022,43,Adults (35-64),M,France,Val d'Oise,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,2022-11-02,2022-11
6,10,2020,43,Adults (35-64),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,46,38,84,2020-10-06,2020-10
6,10,2020,43,Adults (35-64),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,10,8,18,2020-10-06,2020-10
6,10,2022,43,Adults (35-64),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,46,38,84,2022-10-06,2022-10
6,10,2022,43,Adults (35-64),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,10,8,18,2022-10-06,2022-10
13,11,2020,43,Adults (35-64),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4,2020-11-13,2020-11
13,11,2022,43,Adults (35-64),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9,2022-11-13,2022-11
2,9,2020,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,31,22,53,2020-09-02,2020-09
2,9,2020,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,78,56,134,2020-09-02,2020-09
2,9,2022,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,34,24,58,2022-09-02,2022-09
2,9,2022,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,73,52,125,2022-09-02,2022-09
23,11,2020,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,42,30,72,2020-11-23,2020-11
23,11,2020,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,36,26,62,2020-11-23,2020-11
23,11,2022,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,42,30,72,2022-11-23,2022-11
23,11,2022,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,28,20,48,2022-11-23,2022-11
24,5,2021,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,48,34,82,2021-05-24,2021-05
24,5,2021,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,48,34,82,2021-05-24,2021-05
24,5,2023,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,50,36,86,2023-05-24,2023-05
24,5,2023,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,48,34,82,2023-05-24,2023-05
19,9,2020,46,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,107,60,167,2020-09-19,2020-09
19,9,2020,46,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,27,15,42,2020-09-19,2020-09
19,9,2022,46,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,118,66,184,2022-09-19,2022-09
19,9,2022,46,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,11,6,17,2022-09-19,2022-09
7,12,2020,49,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13,2020-12-07,2020-12
7,12,2020,49,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122,2020-12-07,2020-12
7,12,2022,49,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4,2022-12-07,2022-12
7,12,2022,49,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,71,60,131,2022-12-07,2022-12
25,4,2021,49,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26,2021-04-25,2021-04
25,4,2023,49,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30,2023-04-25,2023-04
18,2,2021,23,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Road Bottle Cage,7,3,9,27,21,48,2021-02-18,2021-02
18,2,2021,23,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,104,81,185,2021-02-18,2021-02
18,2,2023,23,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Road Bottle Cage,9,3,9,35,27,62,2023-02-18,2023-02
18,2,2023,23,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,104,81,185,2023-02-18,2023-02
9,9,2020,31,Young Adults (25-34),M,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,78,56,134,2020-09-09,2020-09
9,9,2022,31,Young Adults (25-34),M,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,81,58,139,2022-09-09,2022-09
21,9,2020,31,Young Adults (25-34),M,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,53,38,91,2020-09-21,2020-09
21,9,2022,31,Young Adults (25-34),M,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,45,32,77,2022-09-21,2022-09
21,7,2020,31,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,11,10,21,2020-07-21,2020-07
21,7,2020,31,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,53,50,103,2020-07-21,2020-07
21,7,2022,31,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,15,14,29,2022-07-21,2022-07
21,7,2022,31,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,50,48,98,2022-07-21,2022-07
19,9,2020,31,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,61,58,119,2020-09-19,2020-09
19,9,2022,31,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,55,52,107,2022-09-19,2022-09
10,1,2021,31,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,46,44,90,2021-01-10,2021-01
10,1,2023,31,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,46,44,90,2023-01-10,2023-01
24,4,2021,33,Young Adults (25-34),F,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,11,12,23,2021-04-24,2021-04
24,4,2021,33,Young Adults (25-34),F,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10,79,88,167,2021-04-24,2021-04
24,4,2023,33,Young Adults (25-34),F,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8,2023-04-24,2023-04
24,4,2023,33,Young Adults (25-34),F,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,76,84,160,2023-04-24,2023-04
12,11,2020,59,Adults (35-64),F,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,56,42,98,2020-11-12,2020-11
12,11,2022,59,Adults (35-64),F,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,50,38,88,2022-11-12,2022-11
6,3,2021,58,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,85,72,157,2021-03-06,2021-03
6,3,2021,58,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,75,64,139,2021-03-06,2021-03
6,3,2023,58,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,80,68,148,2023-03-06,2023-03
6,3,2023,58,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,85,72,157,2023-03-06,2023-03
8,11,2020,57,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,29,22,51,2020-11-08,2020-11
8,11,2020,57,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,37,28,65,2020-11-08,2020-11
8,11,2022,57,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,24,18,42,2022-11-08,2022-11
8,11,2022,57,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,34,26,60,2022-11-08,2022-11
15,4,2021,56,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,55,52,107,2021-04-15,2021-04
15,4,2021,56,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,84,80,164,2021-04-15,2021-04
15,4,2023,56,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,50,48,98,2023-04-15,2023-04
15,4,2023,56,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,84,80,164,2023-04-15,2023-04
15,9,2020,56,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,48,46,94,2020-09-15,2020-09
15,9,2020,56,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45,2020-09-15,2020-09
15,9,2022,56,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,48,46,94,2022-09-15,2022-09
15,9,2022,56,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45,2022-09-15,2022-09
7,4,2021,55,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,63,60,123,2021-04-07,2021-04
7,4,2021,55,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33,2021-04-07,2021-04
7,4,2023,55,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,59,56,115,2023-04-07,2023-04
7,4,2023,55,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33,2023-04-07,2023-04
15,9,2020,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,40,44,84,2020-09-15,2020-09
15,9,2020,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,40,44,84,2020-09-15,2020-09
15,9,2022,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,47,52,99,2022-09-15,2022-09
15,9,2022,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10,32,36,68,2022-09-15,2022-09
23,4,2021,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,18,20,38,2021-04-23,2021-04
23,4,2023,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,7,8,15,2023-04-23,2023-04
25,6,2021,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,58,64,122,2021-06-25,2021-06
25,6,2021,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,108,120,228,2021-06-25,2021-06
25,6,2023,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,47,52,99,2023-06-25,2023-06
25,6,2023,27,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,31,4,10,112,124,236,2023-06-25,2023-06
22,4,2021,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,15,14,29,2021-04-22,2021-04
22,4,2021,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,32,30,62,2021-04-22,2021-04
22,4,2023,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16,2023-04-22,2023-04
